1656746800607|0|statement|connection 148|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists album CASCADE |     drop table if exists album CASCADE 
1656746800608|0|statement|connection 148|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists book CASCADE |     drop table if exists book CASCADE 
1656746800608|0|statement|connection 148|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1656746800609|0|statement|connection 148|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists category_item CASCADE |     drop table if exists category_item CASCADE 
1656746800609|0|statement|connection 148|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists delivery CASCADE |     drop table if exists delivery CASCADE 
1656746800610|0|statement|connection 148|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists member CASCADE |     drop table if exists member CASCADE 
1656746800610|0|statement|connection 148|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists movie CASCADE |     drop table if exists movie CASCADE 
1656746800611|0|statement|connection 148|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists order_item CASCADE |     drop table if exists order_item CASCADE 
1656746800611|0|statement|connection 148|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists orders CASCADE |     drop table if exists orders CASCADE 
1656746800611|0|statement|connection 148|url jdbc:h2:tcp://localhost/~/jpashop|     drop sequence if exists hibernate_sequence|     drop sequence if exists hibernate_sequence
1656753372274|0|statement|connection 293|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists album CASCADE |     drop table if exists album CASCADE 
1656753372276|0|statement|connection 293|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists book CASCADE |     drop table if exists book CASCADE 
1656753372276|0|statement|connection 293|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1656753372277|0|statement|connection 293|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists category_item CASCADE |     drop table if exists category_item CASCADE 
1656753372277|0|statement|connection 293|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists delivery CASCADE |     drop table if exists delivery CASCADE 
1656753372278|0|statement|connection 293|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists member CASCADE |     drop table if exists member CASCADE 
1656753372278|0|statement|connection 293|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists movie CASCADE |     drop table if exists movie CASCADE 
1656753372279|0|statement|connection 293|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists order_item CASCADE |     drop table if exists order_item CASCADE 
1656753372279|0|statement|connection 293|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists orders CASCADE |     drop table if exists orders CASCADE 
1656753372280|0|statement|connection 293|url jdbc:h2:tcp://localhost/~/jpashop|     drop sequence if exists hibernate_sequence|     drop sequence if exists hibernate_sequence
1656753416893|0|statement|connection 320|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists album CASCADE |     drop table if exists album CASCADE 
1656753416894|0|statement|connection 320|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists book CASCADE |     drop table if exists book CASCADE 
1656753416894|0|statement|connection 320|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1656753416895|0|statement|connection 320|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists category_item CASCADE |     drop table if exists category_item CASCADE 
1656753416895|0|statement|connection 320|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists delivery CASCADE |     drop table if exists delivery CASCADE 
1656753416895|0|statement|connection 320|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists member CASCADE |     drop table if exists member CASCADE 
1656753416896|0|statement|connection 320|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists movie CASCADE |     drop table if exists movie CASCADE 
1656753416896|0|statement|connection 320|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists order_item CASCADE |     drop table if exists order_item CASCADE 
1656753416896|0|statement|connection 320|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists orders CASCADE |     drop table if exists orders CASCADE 
1656753416896|0|statement|connection 320|url jdbc:h2:tcp://localhost/~/jpashop|     drop sequence if exists hibernate_sequence|     drop sequence if exists hibernate_sequence
1656753416897|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1656753416898|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     create table album (        item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         primary key (item_id)     )|     create table album (        item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         primary key (item_id)     )
1656753416898|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     create table book (        item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         author varchar(255),         isbn varchar(255),         primary key (item_id)     )|     create table book (        item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         author varchar(255),         isbn varchar(255),         primary key (item_id)     )
1656753416898|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )
1656753416899|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     create table category_item (        category_id bigint not null,         item_id bigint not null     )|     create table category_item (        category_id bigint not null,         item_id bigint not null     )
1656753416899|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )
1656753416900|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )
1656753416900|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     create table movie (        item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         actor varchar(255),         director varchar(255),         primary key (item_id)     )|     create table movie (        item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         actor varchar(255),         director varchar(255),         primary key (item_id)     )
1656753416901|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )
1656753416902|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )
1656753416903|1|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1656753416905|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1656753416906|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1656753416906|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1656753416907|0|statement|connection 321|url jdbc:h2:tcp://localhost/~/jpashop|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1656753417032|0|statement|connection 322|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists album CASCADE |     drop table if exists album CASCADE 
1656753417033|0|statement|connection 322|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists book CASCADE |     drop table if exists book CASCADE 
